order,property_id,property_name,parent_property_id,parent_property_name,bbl_10_digits,nyc_borough_block_and_lot_bbl_self_reported,nyc_building_identification_number_bin,address_1_self_reported,address_2,postal_code,street_number,street_name,borough,dof_gross_floor_area,primary_property_type_self_selected,list_of_all_property_use_types_at_property,largest_property_use_type,largest_property_use_type_gross_floor_area_ft,_2nd_largest_property_use_type,_2nd_largest_property_use_gross_floor_area_ft,_3rd_largest_property_use_type,_3rd_largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings_self_reported,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,site_eui_kbtu_ft,weather_normalized_site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,weather_normalized_source_eui_kbtu_ft,fuel_oil_1_use_kbtu,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,district_steam_use_kbtu,natural_gas_use_kbtu,weather_normalized_site_natural_gas_use_therms,electricity_use_grid_purchase_kbtu,weather_normalized_site_electricity_kwh,total_ghg_emissions_metric_tons_co2e,direct_ghg_emissions_metric_tons_co2e,indirect_ghg_emissions_metric_tons_co2e,property_gfa_self_reported_ft,water_use_all_water_sources_kgal,water_intensity_all_water_sources_gal_ft,source_eui_kbtu_ft,release_date,water_required,dof_benchmarking_submission_status,latitude,longitude,community_board,council_district,census_tract,nta
871,4589778,The School House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1002670037.0,1-00267-0037,1003221,371 Madison Street,Not Available,10002,371.0,MADISON STREET,Manhattan,101579.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,130576.0,Not Available,Not Available,Not Available,Not Available,2013,1,80,Whole Building,Whole Building,45,36.4,38.7,6.3,0.2,85.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1971035.4,22678.7,2785363.7,816343.3,363.2,104.7,258.5,130576,2250.1,17.23,82.8,2017-04-30T13:08:18.000,No,In Compliance,40.713414,-73.982126,3.0,2.0,202.0,Lower East Side                                                            
876,4005946,148 Madison Street - 41675,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1002747502.0,1-00274-7502,1084603,148 Madison Street,Not Available,10002,148.0,MADISON STREET,Manhattan,67181.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,69285.0,Not Available,Not Available,Not Available,Not Available,2002,1,100,Whole Building,Whole Building,11,112.2,115.4,11.4,0.8,202.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4936511.8,52966.3,2835891.3,790736.1,525.4,262.2,263.2,69285,8074.8,116.54,203.3,2017-04-24T11:15:34.000,Yes,In Compliance,40.712410999999996,-73.992991,3.0,1.0,8.0,Chinatown                                                                  
879,3109800,60 Henry Street - 39740,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1002777501.0,1-00277-7501,1077812,60 Henry Street,Not Available,10002,25.0,MARKET STREET,Manhattan,61451.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,84032.0,Not Available,Not Available,Not Available,Not Available,1989,1,100,Whole Building,Not Available,13,50.7,53.5,15.7,Not Available,168,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4262844.3,1317511.9,395.6,0.0,395.6,84032,Not Available,Not Available,159.3,2017-04-24T11:15:34.000,Yes,In Compliance,40.71285,-73.994449,3.0,1.0,8.0,Chinatown                                                                  
881,3527363,Royal Court Condo Inc,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1002797502.0,1002797502,1003379,11 East Broadway,Not Available,10038,11.0,EAST BROADWAY,Manhattan,58293.0,Office,Office,Office,58301.0,Not Available,Not Available,Not Available,Not Available,1991,1,100,Whole Building,Whole Building,64,82.4,87.2,15.5,0.3,202.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1614893.9,20012.2,3186789.9,903669.3,381.5,85.8,295.7,58301,3146.3,53.97,200.7,2017-04-27T16:13:04.000,Yes,In Compliance,40.713435,-73.99753299999999,3.0,1.0,27.0,Chinatown                                                                  
883,5831140,10 Rutgers Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1002830024.0,1-00283-0024,1086071,10 Rutgers Street,Not Available,10002,10.0,RUTGERS STREET,Manhattan,74453.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,74453.0,Not Available,Not Available,Not Available,Not Available,2001,1,100,Whole Building,Whole Building,44,88.7,90.3,9.4,0.6,161.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4071072.7,43487.2,2534624.6,696643.6,451.4,216.2,235.2,74453,Not Available,Not Available,164.3,2017-04-28T13:36:38.000,No,In Compliance,40.713797,-73.990174,3.0,1.0,6.0,Lower East Side                                                            
884,4952678,Excel Bradshaw 173 East Broadway,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1002847503.0,1-00284-7503,1003623,173 East Broadway,Not Available,10002,173.0,EAST BROADWAY,Manhattan,50673.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,50673.0,Not Available,Not Available,Not Available,Not Available,1912,1,100,Whole Building,Not Available,10,77.2,80.8,7.6,0.5,139.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2544609,27774.1,1367064.5,386608.8,262.0,135.2,126.9,50673,909.1,17.94,137.4,2017-04-25T09:51:40.000,Yes,In Compliance,40.714093,-73.989687,3.0,1.0,6.0,Lower East Side                                                            
885,2682235,Gold - 179 Henry St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1002857501.0,1-00285-7501,1003686,179 Henry Street,Not Available,10002,179.0,HENRY STREET,Manhattan,81560.0,Multifamily Housing,"Multifamily Housing, Office",Multifamily Housing,65989.0,Office,2754,Not Available,Not Available,1968,1,100,Whole Building,Not Available,Not Available,73.5,77.1,9.3,0.5,147.3,Not Available,0,Not Available,0,Not Available,Not Available,2861557.5,31197.9,2188530.6,639426.1,355.1,152.0,203.1,68743,4274.9,62.19,143.7,2017-05-01T14:58:14.000,No,In Compliance,40.713539000000004,-73.98836999999999,3.0,1.0,6.0,Lower East Side                                                            
888,2637859,Confucius Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1002899001.0,1002899001,1086088,44 Division St,Not Available,10002,1.0,BOWERY,Manhattan,1217600.0,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,1169840.0,Other,47760,Not Available,Not Available,1976,2,100,Whole Building,Whole Building,100,35.5,Not Available,3.3,0.2,Not Available,Not Available,Not Available,365000.1,Not Available,Not Available,Not Available,2.91462702E7,296408.4,13718885.4,4020774.8,2848.7,1575.6,1273.1,1217600,Not Available,Not Available,60.8,2017-04-27T13:38:21.000,No,In Compliance,40.714146,-73.99743199999999,3.0,1.0,16.0,Chinatown                                                                  
889,4995008,56 Canal Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1002940008.0,1-00294-0008,1003795,56 Canal Street,Not Available,10002,56.0,CANAL STREET,Manhattan,60329.0,Hotel,Hotel,Hotel,65653.0,Not Available,Not Available,Not Available,Not Available,1910,1,0,Whole Building,Whole Building,Not Available,12.7,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,22593.9,225.9,810537.7,Not Available,76.4,1.2,75.2,65653,126.9,1.93,39.1,2017-04-18T13:27:25.000,Yes,In Compliance,40.714946999999995,-73.992082,3.0,1.0,16.0,Chinatown                                                                  
891,4612541,Lerner: 88 Eldridge St/59 Allen St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003070024.0,1-00307-0024,1082491,59 Allen St,Not Available,10002,59.0,ALLEN STREET,Manhattan,57807.0,Parking,Parking,Parking,60700.0,Not Available,Not Available,Not Available,Not Available,1910,1,100,Whole Building,Not Available,Not Available,12.7,13.2,3.9,Not Available,41.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,769382.1,234360.1,71.4,0.0,71.4,60700,181.8,3,39.8,2017-05-01T13:22:10.000,Yes,In Compliance,40.717104,-73.991458,3.0,1.0,16.0,Chinatown                                                                  
893,2786268,Seward Park Housing Corp (Bldg 3&4),Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003110013.0,1-00311-0013,1077604;1077605;1077606;1077607;1801610,208 East Broadway,Not Available,10002,357.0,GRAND STREET,Manhattan,1025341.0,Multifamily Housing,"Multifamily Housing, Retail Store, Supermarket/Grocery Store",Multifamily Housing,1010790.0,Retail Store,46557,Supermarket/Grocery Store,13000,1960,3,100,Whole Building,Not Available,91,87.8,93.2,6.4,0.7,143.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7.01430436E7,762807.7,23862102.2,6885034.3,5940.0,3725.6,2214.4,1070347,Not Available,Not Available,138.8,2017-04-21T10:46:19.000,Yes,In Compliance,40.716662,-73.989041,3.0,1.0,1401.0,Lower East Side                                                            
895,2786281,Seward Park Housing (Bldgs 1_2),Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003150001.0,1-00315-0001,1082653;1082654,264 East Broadway,Not Available,10002,409.0,GRAND STREET,Manhattan,1054290.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,1010790.0,Not Available,Not Available,Not Available,Not Available,1960,2,100,Whole Building,Not Available,67,62.0,59.7,14.3,0.1,164.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.09544577E7,110509.7,51674574.3,1.44602671E7,5377.2,581.8,4795.4,1010790,Not Available,Not Available,171.9,2017-04-21T10:46:19.000,Yes,In Compliance,40.715907,-73.986599,3.0,1.0,1401.0,Lower East Side                                                            
897,2677869,ER-473-477 FDR 568-572 Grand,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003210001.0,1003210001,1-00321-0001,473-477 FDR Drive,568-572 Grand Street,10002,570.0,GRAND STREET,Manhattan,1231250.0,Multifamily Housing,"Multifamily Housing, Office",Multifamily Housing,970540.0,Office,3000,Not Available,Not Available,1955,1,100,Whole Building,Whole Building,Not Available,107.6,113.6,4.7,0.9,152.4,Not Available,Not Available,Not Available,3526199.9,Not Available,Not Available,8.52314079E7,916068.2,16033053.5,4540519.8,6280.6,4792.7,1487.9,973540,40528.5,41.63,147.3,2017-05-01T15:36:47.000,No,In Compliance,40.713724,-73.979136,3.0,1.0,1001.0,Lower East Side                                                            
899,4044308,504 GRAND STREET,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003310001.0,1-00331-0001,1004064,504 GRAND STREET,Not Available,10002,504.0,GRAND STREET,Manhattan,216200.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,216200.0,Not Available,Not Available,Not Available,Not Available,1929,1,100,Whole Building,Whole Building,24,102.1,101.6,5.2,0,140.3,Not Available,1.76662078E7,Not Available,Not Available,Not Available,Not Available,485000,4850,3923448.8,1117500.7,1700.8,1336.8,364.1,216200,15381.4,71.14,141.9,2017-04-27T12:35:24.000,Yes,In Compliance,40.714672,-73.98232800000001,3.0,1.0,12.0,Lower East Side                                                            
900,2677910,Hillman-500 Grand,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003310065.0,1003310065,1-00331-0065,500 Grand Street,Not Available,10002,484.0,GRAND STREET,Manhattan,299510.0,Multifamily Housing,"Multifamily Housing, Office, Retail Store",Multifamily Housing,268430.0,Retail Store,7938,Office,5662,1949,1,100,Whole Building,Whole Building,32,105.3,110.7,6.5,0.9,162.3,Not Available,Not Available,Not Available,923550,Not Available,Not Available,2.24171913E7,240712.5,6368511.0,1826350.3,1851.3,1260.3,591.0,282030,18690.5,66.27,157.7,2017-05-01T15:36:47.000,Yes,In Compliance,40.714927,-73.983284,3.0,1.0,12.0,Lower East Side                                                            
901,2677911,Hillman-530-550 Grand,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003310120.0,1003310120,1-00331-0120,530 Grand Street,550 Grand Street,10002,530.0,GRAND STREET,Manhattan,532006.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,564060.0,Not Available,Not Available,Not Available,Not Available,1949,1,100,Whole Building,Whole Building,75,100.8,106.3,5,0.9,147.3,Not Available,Not Available,Not Available,1847250,Not Available,Not Available,4.51258832E7,484360.5,9898956.2,2835192.8,3454.7,2536.0,918.6,564060,38538.1,68.32,142.4,2017-05-01T15:36:47.000,Yes,In Compliance,40.714413,-73.981437,3.0,1.0,12.0,Lower East Side                                                            
903,2677871,Hillman-275 Delancey,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003310200.0,1003310200,1-00331-0200,275 Delancey,Not Available,10002,275.0,DELANCEY STREET,Manhattan,98862.0,Other,Parking,Parking,132530.0,Not Available,Not Available,Not Available,Not Available,1952,1,100,Whole Building,Whole Building,Not Available,3.6,3.6,1.1,Not Available,11.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,479249.7,140460,44.5,0.0,44.5,0,89.8,0.68,11.4,2017-05-01T15:36:47.000,Yes,In Compliance,40.716118,-73.980553,3.0,1.0,12.0,Lower East Side                                                            
904,3526589,75 Columbia Street - 41109,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003330001.0,1-00333-0001,1086089;1082664;1082665;1082667;1082666;1811540;1811543;1811544;1811545;1811546;1811547;1811548;1811549;1811550;1811551;1811552;1811553,75 Columbia Street,Not Available,10002,87.0,DELANCEY STREET,Manhattan,1191180.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,1310298.0,Not Available,Not Available,Not Available,Not Available,1966,4,100,Whole Building,Not Available,32,88.0,92.8,5.7,Not Available,149.6,Not Available,Not Available,Not Available,Not Available,Not Available,8.88784061E7,Not Available,Not Available,26411072.2,7518516.4,8352.3,0.0,8352.3,1310298,Not Available,Not Available,144.9,2017-04-24T10:27:49.000,Yes,In Compliance,40.718957,-73.989571,3.0,1.0,18.0,Chinatown                                                                  
907,3529277,Wavecrest - 460 Grand St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003410001.0,1-00341-0001,1004075,460 Grand Street,Not Available,10002,460.0,GRAND STREET,Manhattan,265181.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,273135.0,Not Available,Not Available,Not Available,Not Available,1976,1,100,Whole Building,Not Available,1,146.2,154.5,5.3,Not Available,220.6,Not Available,Not Available,Not Available,Not Available,Not Available,3.46200292E7,Not Available,Not Available,5308164.8,1437674.1,2791.3,0.0,2791.3,273135,Not Available,Not Available,213.5,2017-05-01T14:58:14.000,No,In Compliance,40.715267,-73.98442,3.0,1.0,12.0,Lower East Side                                                            
908,3529284,Wavecrest - 410 Grand St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003410058.0,1-00341-0058,1083423;1088777,410 Grand Street,Not Available,10002,410.0,GRAND STREET,Manhattan,225000.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,229500.0,Not Available,Not Available,Not Available,Not Available,1972,1,100,Whole Building,Whole Building,34,63.9,64.8,8.1,Not Available,131.4,Not Available,Not Available,Not Available,Not Available,Not Available,7875146.4,Not Available,Not Available,6792092.1,1858327.5,1153.2,0.0,1153.2,229500,Not Available,Not Available,134.2,2017-05-01T14:58:14.000,Yes,In Compliance,40.715894,-73.986491,3.0,1.0,1402.0,Lower East Side                                                            
909,3529281,Wavecrest - 131 Broome St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003410070.0,1-00341-0070,1077598;1077609;1088330;1088770,131 Broome Street,Not Available,10002,131.0,BROOME STREET,Manhattan,231417.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,233700.0,Not Available,Not Available,Not Available,Not Available,1972,1,100,Whole Building,Not Available,62,56.2,57.7,6.3,Not Available,110.8,Not Available,Not Available,Not Available,Not Available,Not Available,7838929.9,Not Available,Not Available,5286563.3,1464381.9,1011.1,0.0,1011.1,233700,683.7,2.93,111.4,2017-05-01T14:58:14.000,No,In Compliance,40.716214,-73.983976,3.0,1.0,12.0,Lower East Side                                                            
913,3311612,K Dew: 203 Rivington Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003430050.0,1-00343-0050,1004081,203 Rivington Street,Not Available,10002,203.0,RIVINGTON STREET,Manhattan,99911.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,119893.0,Not Available,Not Available,Not Available,Not Available,1906,1,100,Whole Building,Whole Building,39,66.4,70.4,4.5,0.5,106.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6034800.2,65781.3,1927742.5,545383.4,499.4,320.5,178.9,119893,5228.8,43.61,103.3,2017-04-27T11:31:08.000,No,In Compliance,40.718465,-73.98307700000001,3.0,1.0,12.0,Lower East Side                                                            
914,4862181,78 Ridge Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003437501.0,1-00343-7501,1075794,78 Ridge Street,Not Available,10002,78.0,RIDGE STREET,Manhattan,56354.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,50124.0,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Whole Building,63,46.9,49.6,8.1,0.2,109.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1066897,11047.1,1283621.3,404824.8,175.8,56.7,119.1,50124,1231.4,24.57,102.8,2017-03-16T11:51:24.000,No,In Compliance,40.717707,-73.983828,3.0,1.0,12.0,Lower East Side                                                            
918,2715974,210 Stanton St - 32534,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1003450048.0,1-00345-0048,1004151,210 Stanton St,Not Available,10002,115.0,PITT STREET,Manhattan,170100.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,205821.0,Not Available,Not Available,Not Available,Not Available,1983,1,100,Whole Building,Whole Building,89,58.8,60.9,4.5,0.5,95.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8871186.9,94086.8,3223033.5,918990.7,770.3,471.2,299.1,205821,15614.1,75.86,94.4,2017-04-24T11:13:41.000,No,In Compliance,40.719697,-73.981822,3.0,2.0,2201.0,Lower East Side                                                            
