record_number,nyc_borough_block_and_lot_bbl,co_reported_bbl_status,bbls_co_reported,reported_nyc_building_identificaiton_numbers_bins,street_number,street_name,borough,zip_code,dof_benchmarking_submission_status,site_eui_kbtu_ft2,weather_normalized_site_eui_kbtu_ft2,source_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,municipally_supplied_potable_water_indoor_intensity_gal_ft,automatic_water_benchmarking_eligible,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,direct_ghg_emissions_mtco2e,indirect_ghg_emissions_mtco2e,reported_property_floor_area_building_s_ft,dof_property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,dof_number_of_buildings,latitude,longitude,community_board,community_council,census_tract,bin,nta
653,1005630046.0,,1005630046,1009141,57,EAST   11 STREET,Manhattan,10003.0,Filed,73.4,72.6,142.6,141.8,Not Available,No,None,82,311.9,168.7,143.2,54814,57585.0,Office,1.0,40.733002,-73.992581,2.0,2.0,61.0,1009141.0,West Village                                                               
654,1005640001.0,,1-00564-0001,1009195,31,EAST   12 STREET,Manhattan,10003.0,Filed,,Not Available,,Not Available,38.22,Yes,ABS,Not Available,,,,65926,65926.0,Multifamily Housing,1.0,40.733823,-73.992538,2.0,2.0,61.0,1009195.0,West Village                                                               
655,1005640007.0,,1005640007,1009197,113,UNIVERSITY PLACE,Manhattan,10003.0,Filed,,Not Available,,Not Available,Not Available,Yes,None,Not Available,0,0,0,62000,57739.0,Office,1.0,40.734375,-73.99239,2.0,2.0,61.0,1009197.0,West Village                                                               
656,1005640026.0,,1-00564-0026,1009204,39,EAST   12 STREET,Manhattan,10003.0,Filed,84.4,83.8,127.1,126.1,Not Available,Yes,None,Not Available,450,315.2,134.8,89970,79974.0,Multifamily Housing,1.0,40.733641999999996,-73.992109,2.0,2.0,61.0,1009204.0,West Village                                                               
657,1005640031.0,,1-00564-0031,1009206,35,EAST   12 STREET,Manhattan,10003.0,Filed,62.8,62.5,81.1,80.7,Not Available,No,None,Not Available,235.4,196.9,38.5,64377,64377.0,Multifamily Housing,1.0,40.733732,-73.992322,2.0,2.0,61.0,1009206.0,West Village                                                               
658,1005640034.0,,1005640034,1009208,826,BROADWAY,Manhattan,10003.0,Filed,66.4,66.4,161.4,161.6,Not Available,No,None,77,626.6,197.8,428.8,118980,119000.0,Office,1.0,40.733326,-73.991077,2.0,2.0,61.0,1009208.0,West Village                                                               
659,1005640034.0,,1-00564-0034,1009208,826,BROADWAY,Manhattan,10003.0,Filed,72.1,72.2,165.8,166,Not Available,No,None,85,677.6,255.1,422.5,119000,119000.0,Office,1.0,40.733326,-73.991077,2.0,2.0,61.0,1009208.0,West Village                                                               
660,1005640039.0,,1-00564-0039,1009209,836,BROADWAY,Manhattan,10003.0,Filed,61.8,61.8,139.1,139.1,10.62,No,Manual,75,290.3,114.4,175.9,60000,56827.0,Office,1.0,40.733707,-73.990994,2.0,2.0,61.0,1009209.0,West Village                                                               
662,1005640054.0,,1-00564-0054,1009212,120,4 AVENUE,Manhattan,10003.0,Filed,66.7,66.8,111.5,111.6,68.53,Yes,ABS,Not Available,490.8,298,192.8,119640,135315.0,Multifamily Housing,1.0,40.732876,-73.990012,2.0,2.0,61.0,1009212.0,West Village                                                               
15581,2042050030.0,,2-04205-0030,2120051,,,Bronx,,Not on Covered Buildings List,76.3,Not Available,151.2,Not Available,Not Available,,None,Not Available,2111.2,952.4,1158.8,418000,,Other,,,,,,,,
663,1005650011.0,,1005650011,1009216,44,EAST   14 STREET,Manhattan,10003.0,Filed,208.1,206.6,520.1,518.5,Not Available,No,None,5,3123,699.1,2423.9,206442,262576.0,Retail Store,1.0,40.735094000000004,-73.991427,2.0,2.0,61.0,1009216.0,West Village                                                               
667,1005660001.0,,1005660001,1009222,9,5 AVENUE,Manhattan,10003.0,Filed,110.2,109.8,124.8,124.4,41.34,No,Manual,Not Available,2180.1,2051.9,128.2,365000,392071.0,Multifamily Housing,1.0,40.732338,-73.996276,2.0,2.0,59.0,1009222.0,West Village                                                               
668,1005660018.0,,1005660018,1009223,20,UNIVERSITY PLACE,Manhattan,10003.0,Filed,90.8,89.4,143.9,142.5,Not Available,No,None,Not Available,2593.8,1698.4,895.4,473796,420000.0,Multifamily Housing,1.0,40.731688,-73.994725,2.0,2.0,59.0,1009223.0,West Village                                                               
670,1005677501.0,,1005677501,1009224,23,5 AVENUE,Manhattan,10003.0,Filed,63.8,63.7,109,108.9,42.22,Yes,ABS,Not Available,405.5,245.1,160.4,97105,101073.0,Multifamily Housing,1.0,40.732934,-73.99584300000001,2.0,2.0,59.0,1009224.0,West Village                                                               
669,1005670007.0,,1005670007,1009226,33,5 AVENUE,Manhattan,10003.0,Filed,147,146.4,229.6,228.7,Not Available,Yes,ABS,Not Available,573.5,383.1,190.4,65028,65028.0,Multifamily Housing,1.0,40.733345,-73.995544,2.0,2.0,59.0,1009226.0,West Village                                                               
671,1005680001.0,,1005680001,1009250,35,5 AVENUE,Manhattan,10003.0,Filed,127.4,127.4,173.8,173.8,Not Available,No,None,39,1493.6,1226.8,266.8,155195,139340.0,Residence Hall/Dormitory,1.0,40.733521,-73.995414,2.0,2.0,61.0,1009250.0,West Village                                                               
672,1005680004.0,,1-00568-0004,1009251,39,5 AVENUE,Manhattan,10003.0,Filed,93.5,93.1,133.5,133.1,Not Available,Yes,None,Not Available,476.7,377.1,99.6,66866,62409.0,Multifamily Housing,1.0,40.733801,-73.99520799999999,2.0,2.0,61.0,1009251.0,West Village                                                               
673,1005680006.0,,1005680006,1009252,41,5 AVENUE,Manhattan,10003.0,Filed,87.7,85.7,120.2,118.1,Not Available,No,None,Not Available,633.7,519.2,114.5,95117,95117.0,Multifamily Housing,1.0,40.733804,-73.99475,2.0,2.0,61.0,1009252.0,West Village                                                               
15822,3036030025.0,,3-03603-0025,3413856,,,Brooklyn,,Not on Covered Buildings List,63.2,62.7,111,110.6,Not Available,,None,Not Available,387.6,217.6,170,97850,,Multifamily Housing,,,,,,,,
675,1005690001.0,,1-00569-0001,1009272,43,5 AVENUE,Manhattan,10003.0,Filed,114.1,113.2,160.7,159.4,23.39,Yes,ABS,Not Available,557.7,446.4,111.3,64220,64218.0,Multifamily Housing,1.0,40.734125,-73.99497,2.0,2.0,61.0,1009272.0,West Village                                                               
676,1005690005.0,,1005690005,1009275,49,5 AVENUE,Manhattan,10003.0,Filed,92.2,92.1,126.5,126.3,Not Available,No,None,Not Available,895.1,732.6,162.5,127184,121128.0,Multifamily Housing,1.0,40.734462,-73.994725,2.0,2.0,61.0,1009275.0,West Village                                                               
677,1005690024.0,,1-00569-0024,1009283,88,UNIVERSITY PLACE,Manhattan,10003.0,Filed,73.4,Not Available,150.3,Not Available,Not Available,No,None,82,435.2,214.8,220.4,75820,70642.0,Office,1.0,40.733616999999995,-73.993065,2.0,2.0,61.0,1009283.0,West Village                                                               
678,1005697501.0,,1-00569-7501,1009294,10,EAST   12 STREET,Manhattan,10003.0,Filed,59.6,59.6,71.4,71.4,124.79,Yes,ABS,Not Available,259.2,234.7,24.5,57363,71239.0,Multifamily Housing,1.0,40.734413,-73.993985,2.0,2.0,61.0,1009294.0,West Village                                                               
6891,2041760034.0,,2-04176-0034,2046271,3065,ROBERTS AVENUE,Bronx,10461.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,,57000,57000.0,Multifamily Housing,1.0,40.846071,-73.82911999999999,10.0,13.0,26602.0,2046271.0,Pelham Bay-Country Club-City Island                                        
679,1005697503.0,,1005697503,1009333,16,EAST   12 STREET,Manhattan,10003.0,Filed,73.2,72.7,166.3,164.6,54.03,Yes,None,Not Available,267.2,84.7,182.5,52427,57493.0,Multifamily Housing,1.0,40.734309,-73.993736,2.0,2.0,61.0,1009333.0,West Village                                                               
682,1005707501.0,,1-00570-7501,1009373,55,5 AVENUE,Manhattan,10003.0,Filed,98.9,Not Available,208.4,Not Available,17.65,No,None,78,2374.3,290.9,2083.4,1042298,329175.0,Office,1.0,40.734877000000004,-73.994422,2.0,2.0,61.0,1009373.0,West Village                                                               
680,1005700032.0,,1-00570-0032,1009386,114,UNIVERSITY PLACE,Manhattan,10003.0,Filed,107.8,107.1,219.7,218.1,Not Available,No,None,Not Available,539.5,227.1,312.4,75328,75328.0,Other,1.0,40.734390999999995,-73.992401,2.0,2.0,61.0,1009386.0,West Village                                                               
681,1005700042.0,,1005700042,1009390,7,EAST   12 STREET,Manhattan,10003.0,Filed,92.8,92.6,221.3,221.1,Not Available,No,None,Not Available,977.9,0,977.9,125145,125588.0,College/University,1.0,40.734454,-73.994043,2.0,2.0,61.0,1009390.0,West Village                                                               
12125,1057107502.0,,1-057107502,1009394,,,Manhattan,,BBL not valid,82.9,81,167.4,165.6,128.47,,,Not Available,406.9,204.9,202,63206,,College/University,,,,,,,,
683,1005717501.0,,1-00571-7501,1009403;1083135,7,EAST   13 STREET,Manhattan,10003.0,Filed,75.7,75.3,133.1,132.5,Not Available,No,Manual,Not Available,534.1,299,235.1,112642,79238.0,Multifamily Housing,1.0,40.735102000000005,-73.993592,2.0,2.0,61.0,1009403.0,West Village                                                               
14886,1005720017.0,,1-00572-0017,1009416; 1084942; 1084943,,,Manhattan,,Not on Covered Buildings List,97.9,97.7,125.5,125.1,Not Available,,None,Not Available,402.2,337.4,64.8,73098,,Multifamily Housing,,,,,,,,
684,1005720038.0,,1005720038,1009429,20,5 AVENUE,Manhattan,10011.0,Filed,100.1,Not Available,139.7,Not Available,25.97,Yes,ABS,Not Available,1008.2,813.5,194.7,132420,132420.0,Multifamily Housing,1.0,40.732893,-73.996323,2.0,3.0,63.0,1009429.0,West Village                                                               
685,1005730039.0,,1-00573-0039,1009481,28,5 AVENUE,Manhattan,10011.0,Filed,30.3,30.2,70,70,26.38,Yes,ABS,Not Available,388.6,116,272.6,182980,168806.0,Multifamily Housing,1.0,40.733148,-73.99571,2.0,3.0,63.0,1009481.0,West Village                                                               
686,1005730043.0,,1-00573-0043,1009482,24,5 AVENUE,Manhattan,10011.0,Filed,107.5,106.8,150.2,149.5,Not Available,No,None,Not Available,2316.2,1863.4,452.8,285266,269119.0,Multifamily Housing,1.0,40.733011,-73.995811,2.0,3.0,63.0,1009482.0,West Village                                                               
687,1005730075.0,,1-00573-0075,1009501,61,WEST    9 STREET,Manhattan,10011.0,Filed,87.9,87.8,125.9,125.8,36.61,Yes,ABS,Not Available,415.8,327.7,88.1,62180,56527.0,Multifamily Housing,1.0,40.733609,-73.99770500000001,2.0,3.0,63.0,1009501.0,West Village                                                               
688,1005737502.0,,1005737502,1009504,422,AVENUE OF THE AMER,Manhattan,10011.0,Filed,89.2,Not Available,145.1,Not Available,Not Available,Yes,ABS,Not Available,793.2,550,243.2,115932,107650.0,Multifamily Housing,1.0,40.734281,-73.99906899999999,2.0,3.0,63.0,1009504.0,West Village                                                               
689,1005740039.0,,1-00574-0039,1009539,40,5 AVENUE,Manhattan,10011.0,Filed,114.2,113.7,150.1,149.7,28.03,Yes,ABS,Not Available,1357.7,1150.2,207.5,156065,141877.0,Multifamily Housing,1.0,40.734114,-73.995508,2.0,3.0,63.0,1009539.0,West Village                                                               
690,1005740067.0,,1-00574-0067,1009558,45,WEST   10 STREET,Manhattan,10011.0,Filed,105.6,105.6,151.4,151.5,Not Available,No,None,Not Available,645.6,508.5,137.1,80163,77829.0,Multifamily Housing,1.0,40.73407,-73.996983,2.0,3.0,63.0,1009558.0,West Village                                                               
691,1005750057.0,,1-00575-0057,1009584,13,WEST   11 STREET,Manhattan,10011.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,,51113,51113.0,Multifamily Housing,1.0,40.734361,-73.995804,2.0,3.0,63.0,1009584.0,West Village                                                               
692,1005750077.0,,1005750077,1009599,55,WEST   11 STREET,Manhattan,10011.0,Filed,,Not Available,,Not Available,19.26,Yes,ABS,Not Available,,318.2,,72416,63943.0,Multifamily Housing,1.0,40.734767,-73.996771,2.0,3.0,63.0,1009599.0,West Village                                                               
694,1005760036.0,,1-00576-0036,1009617,2,WEST   13 STREET,Manhattan,10011.0,Filed,,Not Available,,Not Available,Not Available,Yes,ABS,Not Available,1035.7,561.8,473.9,Not Available,116962.0,College/University,1.0,40.735510999999995,-73.994605,2.0,3.0,63.0,1009617.0,West Village                                                               
14386,4026030052.0,,,,57-09,49 STREET,Queens,11378.0,No Submission Matched to BBL,,,,,,Yes,None,,,,,,52260.0,,1.0,,,,,,,
696,1005760049.0,,1-00576-0049,1009622,13,WEST   12 STREET,Manhattan,10011.0,Filed,78.1,77.8,113.9,113.7,Not Available,No,None,Not Available,504.8,391.9,112.9,84361,71215.0,Multifamily Housing,1.0,40.735003000000006,-73.995338,2.0,3.0,63.0,1009622.0,West Village                                                               
697,1005760066.0,,1-00576-0066,1009632,49,WEST   12 STREET,Manhattan,10011.0,Filed,79.2,79.2,116.8,116.9,Not Available,No,None,Not Available,420.4,322.5,97.9,69443,67421.0,Multifamily Housing,1.0,40.735352,-73.99616800000001,2.0,3.0,63.0,1009632.0,West Village                                                               
705,1005777502.0,,1005777502,1009706,65,WEST   13 STREET,Manhattan,10011.0,Filed,59.2,59.1,150.8,150.8,44.11,Yes,ABS,Not Available,1011.7,207.3,804.4,233012,234015.0,Multifamily Housing,1.0,40.736145,-73.99606999999999,2.0,3.0,63.0,1009706.0,West Village                                                               
701,1005770030.0,,1-00577-0030,1009714,18,WEST   14 STREET,Manhattan,10011.0,Filed,55.6,55.6,88.5,88.6,Not Available,No,None,Not Available,424.2,300.6,123.6,100320,100315.0,Multifamily Housing,1.0,40.736359,-73.994483,2.0,3.0,63.0,1009714.0,West Village                                                               
14888,1005770034.0,,1005770034,1009716,,,Manhattan,,Not on Covered Buildings List,79.7,79.7,179.5,179.6,Not Available,,None,74,725.8,289.1,436.7,115500,,Office,,,,,,,,
702,1005770039.0,,1-00577-0039,1009717,80,5 AVENUE,Manhattan,10011.0,Filed,72.9,Not Available,159.3,Not Available,Not Available,No,None,Not Available,760.8,326,434.8,132740,126756.0,Office,1.0,40.735807,-73.99377199999999,2.0,3.0,63.0,1009717.0,West Village                                                               
703,1005770042.0,,1005770042,1009719,74,5 AVENUE,Manhattan,10011.0,Filed,49.3,49.3,73.7,73.7,Not Available,Yes,None,Not Available,368.8,279.3,89.5,98066,93396.0,Multifamily Housing,1.0,40.735519000000004,-73.993981,2.0,3.0,63.0,1009719.0,West Village                                                               
14889,1005770066.0,,1005770066,1009721,,,Manhattan,,Not on Covered Buildings List,24.9,24.5,64.5,63.4,Not Available,,None,Not Available,86.3,17.1,69.2,46350,,Multifamily Housing,,,,,,,,
704,1005770071.0,,1-0057700071,1009722,55,WEST   13 STREET,Manhattan,10011.0,Filed,158.6,159.4,423.4,426.1,827.79,Yes,None,Not Available,1329.3,267.8,1061.5,105609,86117.0,College/University,1.0,40.736046,-73.99584,2.0,3.0,63.0,1009722.0,West Village                                                               
2408,1011690008.0,,1-01169-0008,1030881,2181,BROADWAY,Manhattan,10024.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,,108000,114767.0,Multifamily Housing,1.0,40.782582,-73.980772,7.0,6.0,163.0,1030881.0,Upper West Side                                                            
706,1005780047.0,,1005780047,1009723;1804012,250,HUDSON STREET,Manhattan,10013.0,Filed,92.5,92.2,217.9,217.7,Not Available,Yes,ABS,76,2198.7,631.7,1567,332960,340618.0,Office,1.0,40.724658000000005,-74.00775300000001,2.0,3.0,37.0,1009723.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
707,1005790030.0,,1-00579-0030,1009740,131,VARICK STREET,Manhattan,10013.0,Filed,51.7,Not Available,123.8,Not Available,4.04,No,Manual,Not Available,987.2,261.1,726.1,268000,281387.0,Self-Storage Facility,1.0,40.725396999999994,-74.005841,2.0,3.0,37.0,1009740.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
708,1005790047.0,,1-00579-0047,1009742,304,HUDSON STREET,Manhattan,10013.0,Filed,103.9,102.7,252.6,250.4,Not Available,No,None,51,1706.8,154.9,1551.9,207762,229720.0,Office,1.0,40.726009000000005,-74.00751899999999,2.0,3.0,37.0,1009742.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
709,1005790070.0,,1-00579-0070,1009745,137,VARICK STREET,Manhattan,10013.0,Filed,61.3,60.5,150.1,149.3,Not Available,No,None,86,419.3,0,419.3,81514,92406.0,Office,1.0,40.725789,-74.005773,2.0,3.0,37.0,1009745.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
