order,property_id,property_name,parent_property_id,parent_property_name,city_building,bbl_10_digits,nyc_borough_block_and_lot,nyc_building_identification,address_1_self_reported,address_2_self_reported,postal_code,street_number,street_name,borough,dof_gross_floor_area_ft,self_reported_gross_floor,primary_property_type_self,list_of_all_property_use,largest_property_use_type,largest_property_use_type_1,_2nd_largest_property_use,_2nd_largest_property_use_1,_3rd_largest_property_use,_3rd_largest_property_use_1,year_built,number_of_buildings,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,source_eui_kbtu_ft,weather_normalized_source,site_eui_kbtu_ft,weather_normalized_site_eui,weather_normalized_site,weather_normalized_site_1,fuel_oil_1_use_kbtu,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,kerosene_use_kbtu,propane_use_kbtu,district_steam_use_kbtu,district_hot_water_use_kbtu,district_chilled_water_use,natural_gas_use_kbtu,weather_normalized_site_2,electricity_use_grid_purchase,electricity_use_grid_purchase_1,weather_normalized_site_3,annual_maximum_demand_kw,annual_maximum_demand_mm,total_ghg_emissions_metric,direct_ghg_emissions_metric,indirect_ghg_emissions_metric,water_use_all_water_sources,water_use_intensity_all_water,water_required,generation_date,latitude,longitude,community_board,council_district,census_tract,nta
755,1634317,Q485-0400213,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4033630001,4033630001,4080227,21-27 Himrod Street,Not Available,11385,21-27,Himrod Street,Queens,,307200,K-12 School,"K-12 School, Swimming Pool",K-12 School,307200.0,Swimming Pool,0,Not Available,Not Available,1931,1,100,Whole Building,Not Available,82,87.7,88.9,64.4,65.6,3.4,0.5,Not Available,1728587.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.45105998E7,148596.2,3553939.1,1041599.8,1041599.8,280,09/2018,1200,899,301,Not Available,Not Available,,2019-05-01T15:11:20.000,40.711033,-73.908814,405.0,30.0,595.0,Ridgewood
756,1634319,Q475-0400225,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4093210001,4093210001,4195688,89-30 114th Street,Not Available,11418,89-30,114th Street,Queens,,256800,K-12 School,"K-12 School, Swimming Pool",K-12 School,256800.0,Swimming Pool,0,Not Available,Not Available,1931,1,100,Whole Building,Not Available,77,98.4,98.1,74.9,74.6,3.7,0,Not Available,Not Available,1.59582221E7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18900,189,3260507.2,955599.9,955599.9,384,09/2018,1478.6,1202.5,276.1,Not Available,Not Available,,2019-05-01T15:12:30.000,40.695888000000004,-73.833681,409.0,28.0,124.0,Richmond Hill
757,1634321,Q072-0400245,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4124950270,4124950270,4270059,133-25 Guy Brewer,Not Available,11434,133-25,Guy Brewer,Queens,,176600,K-12 School,K-12 School,K-12 School,176600.0,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Not Available,87,69.2,69,47.3,47.1,3.5,0,Not Available,Not Available,4967503.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,384800,3851.6,2111345.7,618799.9,618799.9,272,09/2018,573.2,394.4,178.8,Not Available,Not Available,,2019-05-01T15:12:07.000,,,,,,
758,1634323,Q005-0401322,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4024500017,4024500017,4454423,50-40 Jacobus Street,Not Available,11373,50-40,Jacobus Street,Queens,,180166,K-12 School,K-12 School,K-12 School,180166.0,Not Available,Not Available,Not Available,Not Available,1994,1,100,Whole Building,Not Available,20,192.9,192.4,101.4,101.7,14.4,0.4,Not Available,1628551.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7700900,78469.4,8939439.7,2619999.6,2593943,1339.7,09/2018,1287,529.9,757.1,Not Available,Not Available,,2019-05-01T15:11:33.000,40.737718,-73.887429,404.0,25.0,489.0,Elmhurst-Maspeth
759,1634325,Q212-0401422,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4014430019,4014430019,4437128,34-85 82nd Street,Not Available,11372,34-85,82nd Street,Queens,,94900,K-12 School,K-12 School,K-12 School,94900.0,Not Available,Not Available,Not Available,Not Available,1998,1,100,Whole Building,Not Available,28,151.1,151.3,78.8,79.3,11.4,0.3,Not Available,593400,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3160399.9,32276,3723174.1,1091199.8,1085689,488,09/2018,527.2,211.9,315.3,Not Available,Not Available,,2019-05-01T15:12:07.000,40.752265,-73.884759,403.0,25.0,283.0,Jackson Heights
760,1634327,R007-0500032,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5065440001,5065440001,5082345,1270 Huguenot Avenue,Not Available,10312,1270,Huguenot Avenue,Staten Island,,192000,K-12 School,K-12 School,K-12 School,192000.0,Not Available,Not Available,Not Available,Not Available,1964,1,100,Whole Building,Not Available,82,60.4,61.4,40.2,41.1,3.2,0,Not Available,Not Available,5429301.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,159100,1591,2123628.8,622399.9,622399.9,310,09/2018,597.1,417.2,179.8,Not Available,Not Available,,2019-05-01T15:11:20.000,40.523757,-74.185941,503.0,51.0,198.0,Annadale-Huguenot-Prince's Bay-Eltingville
761,1634329,R029-0500052,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5003310001,5003310001,5009028,1581 Victory Boulevard,Not Available,10314,1581,Victory Boulevard,Staten Island,,74400,K-12 School,K-12 School,K-12 School,74400.0,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Not Available,41,120.3,123.5,78.4,81.1,6.4,0.6,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4218800.1,43998.6,1615377.3,473439.9,477905.6,186,09/2018,360.9,224.1,136.8,Not Available,Not Available,,2019-05-01T15:12:20.000,40.613603999999995,-74.115988,501.0,50.0,147.0,Westerleigh
762,1634331,R032-0500055,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5054440012,5054440012,5070651,32 Elverton Avenue,Not Available,10308,32,Elverton Avenue,Staten Island,,110400,K-12 School,K-12 School,K-12 School,110400.0,Not Available,Not Available,Not Available,Not Available,1968,1,100,Whole Building,Not Available,76,73.5,73.5,47.7,47.7,4.1,0,Not Available,Not Available,3343984.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,363100,3631,1553688.3,455359.9,455359.9,220,09/2018,402.6,271.1,131.6,Not Available,Not Available,,2019-05-01T15:11:50.000,40.557876,-74.15535600000001,503.0,51.0,14608.0,Great Kills
763,1634333,R048-0500070,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5031710001,5031710001,5046419,1055 Targee Street,Not Available,10304,1055,Targee Street,Staten Island,,40800,K-12 School,K-12 School,K-12 School,40800.0,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Not Available,41,120.2,120.2,91,91,4.6,0,Not Available,Not Available,2915590.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,152500,1525,643093.8,188480,188480,113,09/2018,282.1,227.6,54.5,Not Available,Not Available,,2019-05-01T15:12:20.000,40.60223,-74.09135500000001,502.0,50.0,50.0,Grasmere-Arrochar-Ft. Wadsworth
764,1634335,R055-0500087,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5053360001,5053360001,5069075,54 Osborne Street,Not Available,10312,54,Osborne Street,Staten Island,,80825,K-12 School,K-12 School,K-12 School,80825.0,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Not Available,73,110.2,111.8,79.4,81.4,4.8,0,Not Available,Not Available,5041964.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19700,197,1354427.5,396960,391247,218,09/2018,495.4,380.7,114.7,Not Available,Not Available,,2019-05-01T15:12:08.000,40.536639,-74.163815,503.0,51.0,15602.0,Annadale-Huguenot-Prince's Bay-Eltingville
765,1634337,R054-0500091,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5019870104,5019870104,5034476,1060 Willowbrook Road,Not Available,10314,1060,Willowbrook Road,Staten Island,,88800,K-12 School,K-12 School,K-12 School,88800.0,Not Available,Not Available,Not Available,Not Available,1950,1,100,Whole Building,Not Available,54,87.4,89.4,61.2,63.1,4.2,0,Not Available,Not Available,4089022.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,69300,699.6,1271993.6,372799.9,372799.9,154,06/2018,419.3,311.5,107.7,Not Available,Not Available,,2019-05-01T15:12:20.000,40.603232,-74.13798100000001,502.0,50.0,27302.0,New Springville-Bloomfield-Travis
766,1634339,R025-0500095,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5073150007,5073150007,5086781,4210 Arthur Kill Road,Not Available,10309,4210,Arthur Kill,Staten Island,,21660,K-12 School,K-12 School,K-12 School,21660.0,Not Available,Not Available,Not Available,Not Available,1896,1,100,Whole Building,Not Available,80,87.9,87.4,52.1,51.9,5.7,0.1,Not Available,573666,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,130800,1308,423906.8,124240,123103,78.4,09/2018,85.4,49.5,35.9,Not Available,Not Available,,2019-05-01T15:12:08.000,40.55597,-74.234116,503.0,51.0,226.0,Charleston-Richmond Valley-Tottenville
767,1634341,X094-0200136,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2033560042,2033560042,2018628,3530 Kings College Place,Not Available,10467,3530,Kings College,Bronx,,88739,K-12 School,K-12 School,K-12 School,88739.0,Not Available,Not Available,Not Available,Not Available,1928,1,100,Whole Building,Not Available,56,99.2,99.1,70.2,70.3,4.2,0.6,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4944300.1,49546.2,1288917.1,377759.9,376318.4,172.8,09/2018,371.8,262.6,109.2,Not Available,Not Available,,2019-05-01T15:12:08.000,,,,,,
768,1634343,X105-0200148,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2042880001,2042880001,2048794,725 Brady Avenue,Not Available,10462,725,Brady Avenue,Bronx,,112900,K-12 School,K-12 School,K-12 School,112900.0,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Not Available,54,97.7,97.7,61.6,61.6,5.8,0,Not Available,4552923.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,171500,1749.2,2233631.7,654639.9,654256.5,249.6,01/2018,536.1,347,189.2,Not Available,Not Available,,2019-05-01T15:12:30.000,40.852398,-73.866617,211.0,13.0,22404.0,Pelham Parkway
769,1634345,X112-0200155,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2049050500,2049050500,2065991,1925 Schieffelin Avenue,Not Available,10466,1925,Schieffelin Avenue,Bronx,,85325,K-12 School,K-12 School,K-12 School,85325.0,Not Available,Not Available,Not Available,Not Available,1954,1,100,Whole Building,Not Available,37,109.4,111.4,75.9,77.8,5.4,0,Not Available,4914593.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,1561331.2,457599.9,457599.9,192,09/2018,496.9,364.7,132.2,Not Available,Not Available,,2019-05-01T15:12:02.000,40.885008,-73.843193,212.0,12.0,458.0,Eastchester-Edenwald-Baychester
770,1634347,X119-0200162,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2037890021,2037890021,2025696,1075 Pugsley Avenue,Not Available,10472,1075,Pugsley Avenue,Bronx,,67525,K-12 School,K-12 School,K-12 School,67525.0,Not Available,Not Available,Not Available,Not Available,1939,1,100,Whole Building,Not Available,26,113.3,115.7,87.4,89.7,4.1,0,Not Available,Not Available,4750256,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,211900,2094.9,938300,275000,276422.2,123.6,01/2018,448.4,368.9,79.5,Not Available,Not Available,,2019-05-01T15:12:42.000,40.828518,-73.856569,209.0,18.0,4001.0,Soundview-Bruckner
771,1634349,X142-0200186,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2049350001,2049350001,2066190,3750 Baychester Avenue,Not Available,10466,3750,Baychester Avenue,Bronx,,164751,K-12 School,K-12 School,K-12 School,164751.0,Not Available,Not Available,Not Available,Not Available,1959,1,100,Whole Building,Not Available,76,83.3,84.9,62.3,63.9,3.3,0,Not Available,8271996.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,127900,1293.8,1869776,547999.9,547999.9,224,09/2018,779,620.6,158.4,Not Available,Not Available,,2019-05-01T15:11:51.000,40.884953,-73.840524,212.0,12.0,484.0,Eastchester-Edenwald-Baychester
772,1634351,M007-0100031,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1017680021,1017680021,1083501,160 East 120th Street,Not Available,10035,160,East 120th,Manhattan,,102200,K-12 School,K-12 School,K-12 School,102200.0,Not Available,Not Available,Not Available,Not Available,1960,1,100,Whole Building,Not Available,51,112.3,113.8,76.2,77.6,5.4,0.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5898400.1,60437.1,1885880.6,552719.9,552719.9,187.2,06/2018,473,313.3,159.7,Not Available,Not Available,,2019-05-01T15:12:42.000,,,,,,
773,1634353,M013-0100036,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1016120050,1016120050,1051515,1573 Madison Avenue,Not Available,10029,1573,Madison Avenue,Manhattan,,180175,K-12 School,K-12 School,K-12 School,180175.0,Not Available,Not Available,Not Available,Not Available,1958,1,100,Whole Building,Not Available,77,87.4,88.9,61,62.5,4.2,0,Not Available,Not Available,8340249.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,63700,637,2590390.4,759199.9,759199.9,364,09/2018,850.7,631.3,219.4,Not Available,Not Available,,2019-05-01T15:12:30.000,40.793763,-73.949381,111.0,8.0,17401.0,East Harlem South
774,1634355,M751-0100046,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1004460020,1004460020,1006208,113 East 4th Street,Not Available,10003,113,East 4th,Manhattan,,49260,K-12 School,K-12 School,K-12 School,49260.0,Not Available,Not Available,Not Available,Not Available,1920,1,100,Whole Building,Not Available,75,108,107,72.2,72.4,5.2,0.5,Not Available,180642,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2462100.1,25084.8,911413.4,267120,256722.2,133.6,07/2018,221.4,144.2,77.2,Not Available,Not Available,,2019-05-01T15:11:43.000,,,,,,
775,1634357,M034-0100053,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1003810038,1003810038,1004564,730 East 12th Street,Not Available,10009,730,East 12th,Manhattan,,66080,K-12 School,K-12 School,K-12 School,66080.0,Not Available,Not Available,Not Available,Not Available,1954,1,100,Whole Building,Not Available,52,112.8,114.7,74.8,76.7,6.1,0,Not Available,Not Available,3432752.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,143900,1439,1369167.4,401280,401280,163.2,06/2018,382,266.1,116,Not Available,Not Available,,2019-05-01T15:12:02.000,,,,,,
776,1634359,M042-0100058,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1003090001,1003090001,1003998,71 Hester Street,Not Available,10002,71,Hester Street,Manhattan,,74080,K-12 School,K-12 School,K-12 School,74080.0,Not Available,Not Available,Not Available,Not Available,1900,1,100,Whole Building,Not Available,68,112.7,111.8,73.2,73.2,5.9,0.5,Not Available,276000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3624399.8,36638.5,1523116.8,446399.9,435369.5,224,09/2018,342,213,129,Not Available,Not Available,,2019-05-01T15:12:42.000,40.715905,-73.990895,103.0,1.0,16.0,Chinatown
777,1634361,M046-0100062,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1021060050,1021060050,1082090,2987 Frederick Douglass Blvd,Not Available,10039,2987,Frederick Douglass,Manhattan,,112800,K-12 School,K-12 School,K-12 School,112800.0,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Not Available,93,43,43.1,18.6,18.7,3.9,0.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,586700,6001.9,1511106.6,442879.9,442879.9,166.4,08/2018,159.1,31.2,128,Not Available,Not Available,,2019-05-01T15:11:21.000,,,,,,
778,1634363,M047-0100063,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1009040024,1009040024,1019775,223 East 23 Street,Not Available,10010,223,East 23,Manhattan,,141660,K-12 School,K-12 School,K-12 School,141660.0,Not Available,Not Available,Not Available,Not Available,1925,1,100,Whole Building,Not Available,50,134.8,131.4,79.7,78.5,6.8,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7827863.7,Not Available,Not Available,3100,31,3454308.8,1012399.9,959895.7,638.4,09/2018,812.5,0.2,812.3,Not Available,Not Available,,2019-05-01T15:11:44.000,,,,,,
779,1634365,M079-0100082,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1017470001,1017470001,1053968,55 East 120th Street,Not Available,10035,55,East 120th,Manhattan,,105700,K-12 School,K-12 School,K-12 School,105700.0,Not Available,Not Available,Not Available,Not Available,1962,1,100,Whole Building,Not Available,77,93.5,93.3,68.6,68.6,3.9,0,Not Available,Not Available,5795177.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,33000,330,1426216,418000,415559.9,248,09/2018,558.9,438.1,120.8,Not Available,Not Available,,2019-05-01T15:12:43.000,,,,,,
780,1634367,M084-0100086,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1012050006,1012050006,1081042,32 West 92nd Street,Not Available,10025,32,West 92nd,Manhattan,,104525,K-12 School,K-12 School,K-12 School,104525.0,Not Available,Not Available,Not Available,Not Available,1972,1,100,Whole Building,Not Available,76,83.1,83.1,59.3,59.3,3.8,0,Not Available,4768976.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,75200,752,1353881.6,396799.9,396799.9,132,06/2018,472.6,357.9,114.7,Not Available,Not Available,,2019-05-01T15:11:34.000,,,,,,
781,1634369,M121-0100111,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1016520016,1016520016,1052384,232 East 103rd Street,Not Available,10029,232,East 103rd,Manhattan,,85280,K-12 School,K-12 School,K-12 School,85280.0,Not Available,Not Available,Not Available,Not Available,1923,1,100,Whole Building,Not Available,53,125.4,124.5,81.8,82.1,6.5,0.5,Not Available,966000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4063899.9,41498,1945658.9,570239.9,553406.6,195.2,09/2018,452.3,287.5,164.8,Not Available,Not Available,,2019-05-01T15:11:21.000,,,,,,
782,1634371,M144-0100126,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1019060011,1019060011,1057683,134 West 122nd Street,Not Available,10027,134,West 122nd,Manhattan,,94425,K-12 School,K-12 School,K-12 School,94425.0,Not Available,Not Available,Not Available,Not Available,1958,1,100,Whole Building,Not Available,86,87.8,89.1,59.2,60.7,4.6,0,Not Available,Not Available,4014999.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,99500,995,1474802.9,432239.9,430070.3,199.2,09/2018,432.5,307.6,124.9,Not Available,Not Available,,2019-05-01T15:12:30.000,,,,,,
783,1634373,M166-0100144,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1012190047,1012190047,1032308,132 West 89th Street,Not Available,10024,132,West 89th,Manhattan,,87680,K-12 School,K-12 School,K-12 School,87680.0,Not Available,Not Available,Not Available,Not Available,1900,1,100,Whole Building,Not Available,39,108.4,108.6,69.5,69.6,5.9,0.5,Not Available,193614,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4123400.2,41325.3,1779699.2,521599.9,521599.9,208,06/2018,233.4,233.4,0,Not Available,Not Available,,2019-05-01T15:12:02.000,,,,,,
784,1634375,M180-0100153,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1019460001,1019460001,1059111,370 West 120th Street,Not Available,10027,370,West 120th,Manhattan,,99680,K-12 School,K-12 School,K-12 School,99680.0,Not Available,Not Available,Not Available,Not Available,1959,1,100,Whole Building,Not Available,67,110.2,109.9,73,72.7,5.7,0.4,Not Available,898932.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4446699.8,44168.3,1931465,566079.9,566079.9,193.6,06/2018,466.5,302.9,163.6,Not Available,Not Available,,2019-05-01T15:12:43.000,,,,,,
785,1634377,M188-0100157,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1003560100,1003560100,1004349,442 East Houston Street,Not Available,10002,442,East Houston,Manhattan,,155375,K-12 School,K-12 School,K-12 School,155375.0,Not Available,Not Available,Not Available,Not Available,1904,1,100,Whole Building,Not Available,76,83.6,84,52.7,53.2,4.7,0.3,Not Available,648875.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5004299.9,51008.1,2528701.4,741119.9,737556.4,353.6,09/2018,528.1,314,214.2,Not Available,Not Available,,2019-05-01T15:11:51.000,,,,,,
786,1634379,M190-0100159,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1015450005,1015450005,1049876,311 East 82nd Street,Not Available,10028,311,East 82nd,Manhattan,,50700,K-12 School,K-12 School,K-12 School,50700.0,Not Available,Not Available,Not Available,Not Available,1902,1,100,Whole Building,Not Available,63,108,108.9,74.5,75.4,5,0.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2918899.6,29627.7,860315.3,252144,252144,180.2,06/2018,227.9,155,72.9,Not Available,Not Available,,2019-05-01T15:12:31.000,,,,,,
787,1634381,M199-0100166,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1011580040,1011580040,1030351,279 West 70th Street,Not Available,10023,279,West 70th,Manhattan,,105700,K-12 School,K-12 School,K-12 School,105700.0,Not Available,Not Available,Not Available,Not Available,1963,1,100,Whole Building,Not Available,66,99.5,100.1,61.7,62.2,4.7,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4679285.9,Not Available,Not Available,165700,1657,1681979.5,492959.9,492959.9,275.2,12/2018,461.9,8.8,453.1,Not Available,Not Available,,2019-05-01T15:11:44.000,,,,,,
788,1634383,M460-0100181,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1008720057,1008720057,1017828,40 Irving Place,Not Available,10003,40,Irving Place,Manhattan,,450200,K-12 School,K-12 School,K-12 School,450200.0,Not Available,Not Available,Not Available,Not Available,1913,1,100,Whole Building,Not Available,51,122.4,123,84.6,85.1,3.8,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3.21436714E7,Not Available,Not Available,142900,1467.7,5815958.7,1704559.8,1704559.8,514.6,10/2018,2634.4,7.6,2626.8,Not Available,Not Available,,2019-05-01T15:12:02.000,40.735494,-73.987659,106.0,2.0,50.0,Gramercy
789,1634385,M233-0100182,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1021650069,1021650069,1063959,601 West 183rd Street,Not Available,10033,601,West 183rd,Manhattan,33779.0,45060,K-12 School,K-12 School,K-12 School,45060.0,Not Available,Not Available,Not Available,Not Available,1928,0,100,Whole Building,Not Available,92,62.1,62.1,22.2,22.2,6.5,0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,998760.6,292720,292720,82.4,01/2018,84.6,0,84.6,Not Available,Not Available,No,2019-05-01T15:11:34.000,,,,,,
790,1634387,M646-0100189,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1015580034,1015580034,1050338,321 East 96th Street,Not Available,10128,321,East 96th,Manhattan,,112800,K-12 School,K-12 School,K-12 School,112800.0,Not Available,Not Available,Not Available,Not Available,1942,1,100,Whole Building,Not Available,22,156.4,157.9,95.6,97,9.4,0.6,Not Available,344999.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6818300.1,69834.6,3618084.7,1060399.9,1060399.9,412,09/2018,694.2,387.8,306.4,Not Available,Not Available,,2019-05-01T15:11:44.000,,,,,,
791,1634389,M490-0100198,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1011570025,1011570025,1030343,122 Amsterdam Avenue,Not Available,10023,122,Amsterdam Avenue,Manhattan,,524950,K-12 School,K-12 School,K-12 School,524950.0,Not Available,Not Available,Not Available,Not Available,1973,1,100,Whole Building,Not Available,60,125,124,63.4,63.1,8.8,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.71721089E7,Not Available,Not Available,75200,765.4,1.60309408E7,4698399.4,4637543.9,1549.4,09/2018,2501.9,4,2497.9,Not Available,Not Available,,2019-05-01T15:11:21.000,40.774351,-73.984753,107.0,6.0,151.0,Lincoln Square
